iter	RMSE
314	68.95214292
315	68.8989299
316	68.84745062
317	68.79979726
318	68.72035712
319	68.66995372
320	68.62238359
321	68.61385464
322	68.54874276
323	68.49637545
324	68.44351558
325	68.43482118
326	68.35080833
327	68.31270937
328	68.26500751
329	68.18515224
330	68.08100927
331	68.03121983
332	68.00476326
333	67.91261355
334	67.85528975
335	67.80387255
336	67.77696937
337	67.72007273
338	67.68453055
339	67.63417006
340	67.58991281
341	67.48332097
342	67.45599711
343	67.37837149
344	67.32109407
345	67.27953318
346	67.27106861
347	67.1812316
348	67.11537982
349	67.01889246
350	66.96011876
351	66.90646207
352	66.83494918
353	66.78646597
354	66.76386404
355	66.71228134
356	66.66780951
357	66.62721338
358	66.59033481
359	66.51080528
360	66.43790966
361	66.42386819
362	66.38785089
363	66.32258831
364	66.29023602
365	66.2656693
366	66.20561405
367	66.08750024
368	66.01141392
369	65.92453293
370	65.83288226
371	65.75946821
372	65.66444617
373	65.62818405
374	65.54481559
375	65.45825489
376	65.41671409
377	65.34914366
378	65.26600378
379	65.19311574
380	65.08981925
381	65.03563045
382	64.99039467
383	64.92182282
384	64.79959155
385	64.76924378
386	64.70836052
387	64.67392697
388	64.66906227
389	64.5980751
390	64.53680899
391	64.52779321
392	64.49593894
393	64.44577632
394	64.39258963
395	64.36010587
396	64.32590915
397	64.26497088
398	64.19385348
399	64.10854783
400	64.07529597
401	63.95743194
402	63.92412797
403	63.86001384
404	63.80040104
405	63.75992657
406	63.75502671
407	63.68975609
408	63.65051359
409	63.59466789
410	63.54557535
411	63.51630838
412	63.46508957
413	63.4089523
414	63.34005894
415	63.24868901
416	63.17823894
417	63.13721367
418	63.0891923
419	63.02001938
420	62.9309304
421	62.88885247
422	62.8587334
423	62.82503728
424	62.76079167
425	62.75249312
426	62.6968248
427	62.62763701
428	62.60210393
429	62.56346543
430	62.51762123
431	62.4944627
432	62.42260252
433	62.38639426
434	62.33270798
435	62.26200168
436	62.20838285
437	62.15132184
438	62.138179
439	62.13077435
440	62.10598569
441	62.04238114
442	62.02137503
443	61.99938544
444	61.91135235
445	61.84498148
446	61.76173552
447	61.72501894
448	61.67188901
449	61.59337138
450	61.5415836
451	61.53881081
452	61.46825756
453	61.37144404
454	61.31544641
455	61.25908385
456	61.23287509
457	61.18573983
458	61.16436627
459	61.08207116
460	61.04500384
461	61.00412562
462	61.00128039
463	60.96958064
464	60.93775525
465	60.87063286
466	60.85002476
467	60.81532811
468	60.76521334
469	60.71845595
470	60.68581181
471	60.64491241
472	60.60832727
473	60.57088521
474	60.52845995
475	60.4744969
476	60.35655656
477	60.29952862
478	60.26178553
479	60.19895719
480	60.17166547
481	60.12990148
482	60.07418185
483	59.99787363
484	59.92285916
485	59.89463178
486	59.82739462
487	59.74593373
488	59.70462151
489	59.65670533
490	59.61847823
491	59.58869088
492	59.54218179
493	59.49500974
494	59.43582805
495	59.39840487
496	59.36267218
497	59.35143823
498	59.28978619
499	59.24263146
500	59.17076592
501	59.13246631
502	59.10516181
503	59.05673578
504	59.04118284
505	58.99313687
506	58.92357272
507	58.85347222
508	58.82024571
509	58.77078571
510	58.70146578
511	58.645113
512	58.60118346
513	58.54330836
514	58.49188949
515	58.4141597
516	58.36134914
517	58.30456292
518	58.25163702
519	58.21980109
520	58.19792607
521	58.1779222
522	58.0932105
523	58.04106898
524	57.96441922
525	57.91088813
526	57.80994546
527	57.7547678
528	57.70135027
529	57.68395879
530	57.61830456
531	57.56235188
532	57.5296397
533	57.49720256
534	57.44963303
535	57.37916942
536	57.33970716
537	57.26437536
538	57.24033308
539	57.21805573
540	57.19446848
541	57.12975518
542	57.12378734
543	57.08380983
544	57.04190926
545	56.97416824
546	56.94071437
547	56.90426863
548	56.85561576
549	56.83156216
550	56.80529203
551	56.77673485
552	56.72868425
553	56.68689832
554	56.65983519
555	56.64046745
556	56.61919988
557	56.59655159
558	56.55322085
559	56.51005798
560	56.49341093
561	56.46109519
562	56.41419825
563	56.38370106
564	56.32507833
565	56.28476783
566	56.24870856
567	56.21696302
568	56.15673113
569	56.10808079
570	56.05838199
571	56.02934173
572	55.99134535
573	55.95863224
574	55.93615124
575	55.90187879
576	55.85257389
577	55.79684857
578	55.75548776
579	55.72427644
580	55.705249
581	55.66939896
582	55.60099768
583	55.58676759
584	55.52660471
585	55.44241583
586	55.4028551
587	55.38526842
588	55.29334911
589	55.25362966
590	55.19376291
591	55.15589948
592	55.10177686
593	55.04034253
594	55.00581836
595	54.96745485
596	54.91760075
597	54.84310545
598	54.78730644
599	54.73068321
600	54.67539178
601	54.6405941
602	54.61354696
603	54.56452319
604	54.51974161
605	54.48859199
606	54.44858654
607	54.42628909
608	54.40211005
609	54.33816662
610	54.30257711
611	54.26198564
612	54.21700894
613	54.16862926
614	54.094589
615	54.05074396
616	53.98972524
617	53.90525764
618	53.84324454
619	53.80736317
620	53.7739153
621	53.7288623
622	53.66871123
623	53.64286317
624	53.60106848
625	53.58051531
626	53.5309004
627	53.5029045
628	53.44431776
629	53.42001067
630	53.39175939
631	53.36839015
632	53.29293222
633	53.23145985
634	53.22341561
635	53.175895
636	53.15925605
637	53.10428796
638	53.05243384
639	53.04861232
640	53.03760015
641	53.01480556
642	52.93621381
643	52.89581597
644	52.86231633
645	52.83638864
646	52.81771918
647	52.76484153
648	52.74099891
649	52.71429653
650	52.68563727
651	52.64726567
652	52.62699536
653	52.60726979
654	52.5563166
655	52.52422198
656	52.47307658
657	52.45494433
658	52.42674418
659	52.3792816
660	52.36016989
661	52.32082504
662	52.31005871
663	52.27105797
664	52.23049542
665	52.20449988
666	52.15146682
667	52.11378813
668	52.08634343
669	52.02192308
670	51.99158216
671	51.95959432
672	51.93872177
673	51.91431296
674	51.86289073
675	51.81166569
676	51.76187295
677	51.74610157
678	51.71009841
679	51.6914586
680	51.66118057
681	51.6278948
682	51.59577648
683	51.55407081
684	51.53748642
685	51.50349092
686	51.47174863
687	51.47107245
688	51.43537265
689	51.39072169
690	51.32489036
691	51.27067474
692	51.22578217
693	51.17903756
694	51.11947084
695	51.07412822
696	51.04126796
697	51.01665449
698	50.98757042
699	50.97655187
700	50.96223985
701	50.89782795
702	50.87476364
703	50.82812083
704	50.81007234
705	50.72952425
706	50.71446096
707	50.63581918
708	50.54708267
709	50.52153454
710	50.49463803
711	50.45331928
712	50.41813597
713	50.38397832
714	50.32882108
715	50.30837582
716	50.22253724
717	50.16903675
718	50.14149229
719	50.10854194
720	50.05045164
721	50.01403992
722	49.97608251
723	49.9582094
724	49.92822785
725	49.89404729
726	49.84404708
727	49.79425802
728	49.76892428
729	49.74622137
730	49.70690847
731	49.69228377
732	49.67609383
733	49.63711021
734	49.60460886
735	49.57161751
736	49.54364598
737	49.53450357
738	49.49823427
739	49.46851681
740	49.42726895
741	49.37840869
742	49.3353367
743	49.31027473
744	49.27827123
745	49.20958826
746	49.19131576
747	49.17992732
748	49.1633596
749	49.13832475
750	49.09084469
751	49.07147162
752	49.05878225
753	49.00237788
754	48.9535764
755	48.90547115
756	48.87301066
757	48.84527296
758	48.81378046
759	48.77754957
760	48.73813101
761	48.7100499
762	48.68141795
763	48.66968295
764	48.6360332
765	48.58706101
766	48.55235279
767	48.50437523
768	48.45640364
769	48.42445831
770	48.38738671
771	48.37553826
772	48.35637201
773	48.29555489
774	48.26748242
775	48.2156595
776	48.18760335
777	48.15896735
778	48.13250336
779	48.11606173
780	48.08378907
781	47.99852368
782	47.96745549
783	47.93161134
784	47.90624096
785	47.89041671
786	47.86444758
787	47.82677844
788	47.79518806
789	47.76711632
790	47.73008788
791	47.69023245
792	47.66263405
793	47.64982085
794	47.63467793
795	47.59438124
796	47.5780936
797	47.54376002
798	47.50336729
799	47.46227534
800	47.41715333
801	47.39197445
802	47.36491562
803	47.299918
804	47.26824759
805	47.2303057
806	47.20491133
807	47.16285017
808	47.13423453
809	47.10277882
810	47.07976142
811	47.03019483
812	47.00355981
813	46.94699531
814	46.92758976
815	46.89035807
816	46.84835982
817	46.80973539
818	46.77095384
819	46.71196484
820	46.68507112
821	46.65068756
822	46.60318837
823	46.58638966
824	46.54236354
825	46.50152366
826	46.46627265
827	46.412263
828	46.38878385
829	46.34070862
830	46.29218069
831	46.24994238
832	46.21589406
833	46.19088314
834	46.16080305
835	46.08796665
836	46.06866593
837	46.02601529
838	46.00742892
839	45.98681569
840	45.96469769
841	45.93442603
842	45.88194354
843	45.84239092
844	45.80939586
845	45.77833829
846	45.73737135
847	45.72062222
848	45.6953374
849	45.6490383
850	45.63481333
851	45.61088533
852	45.55731704
853	45.53316849
854	45.5178646
855	45.44762072
856	45.41826853
857	45.38375303
858	45.32118745
859	45.30276971
860	45.27574543
861	45.24450872
862	45.21474646
863	45.16792797
864	45.16135684
865	45.11460108
866	45.10074978
867	45.09214633
868	45.08641832
869	45.0739567
870	45.03168914
871	45.00988108
872	44.98361955
873	44.95870097
874	44.9331745
875	44.90983019
876	44.86435511
877	44.82839214
878	44.79760744
879	44.77956464
880	44.77073009
881	44.72366146
882	44.6915298
883	44.66667967
884	44.63591025
885	44.61756356
886	44.60778537
887	44.54178859
888	44.52547509
889	44.50584881
890	44.47306597
891	44.44646604
892	44.38153217
893	44.35423397
894	44.33409176
895	44.30920823
896	44.28969068
897	44.24771866
898	44.22310823
899	44.21565557
900	44.19396017
901	44.17180027
902	44.14157044
903	44.11687291
904	44.10055549
905	44.08506778
906	44.03468753
907	44.01811167
908	44.00529052
909	43.93044347
910	43.9041494
911	43.88489324
912	43.84486352
913	43.79289535
914	43.7606815
915	43.72033014
916	43.67410462
917	43.62378889
918	43.60382159
919	43.56665525
920	43.52319518
921	43.49766601
922	43.47513716
923	43.44688822
924	43.40425225
925	43.36681386
926	43.3180386
927	43.2946032
928	43.26271951
929	43.21011817
930	43.16945859
931	43.11553252
932	43.07611747
933	43.03894084
934	42.99150652
935	42.96755797
936	42.95392876
937	42.9263965
938	42.893269
939	42.87251095
940	42.86410376
941	42.84529561
942	42.80548968
943	42.77696558
944	42.76005445
945	42.7268473
946	42.67804492
947	42.66182789
948	42.62882628
949	42.61678123
950	42.59781822
951	42.55816692
952	42.5316122
953	42.49479922
954	42.48667077
955	42.4744704
956	42.44235826
957	42.40840716
958	42.38808897
959	42.37525363
960	42.34570357
961	42.33368297
962	42.28589857
963	42.26642902
964	42.24978896
965	42.20532396
966	42.1776997
967	42.14636239
968	42.12296377
969	42.10405615
970	42.09711811
971	42.07050114
972	42.04481587
973	42.03612253
974	42.01140412
975	41.96852249
976	41.94656561
977	41.93008243
978	41.91485357
979	41.89725331
980	41.86467834
981	41.84465976
982	41.83028693
983	41.80195342
984	41.74089705
985	41.68046954
986	41.64701002
987	41.59503248
988	41.58195078
989	41.53814665
990	41.5212961
991	41.50420568
992	41.46428072
993	41.43374395
994	41.4060353
995	41.36575576
996	41.33272129
997	41.30710422
998	41.27839218
999	41.25473113
